ft_equipment_id,ft_facility_code,ft_item_type,ft_library_id,ft_model_name,ft_manu_name,ft_serial_num,ft_power_source,ft_ref_gas_type,fi_cfc_free,fn_dimh_4deg,fn_diml_4deg,fn_dimw_4deg,fn_gross_volume_4deg,fn_net_volume_4deg,fn_dimh_20deg,fn_diml_20deg,fn_dimw_20deg,fn_gross_volume_20deg,fn_net_volume_20deg,fi_supply_year,fi_supply_source,fi_operating_cond,fi_work_status,fn_temp_high,fn_temp_low,fi_food,fi_tagged,fi_installation,ft_comment,fn_temp_monitor,fi_temp_none,fi_temp_dial,fi_temp_stem,fi_temp_30_visual,fi_temp_30_sms,fi_temp_number,ft_work_remarks,fn_not_work_spare_parts,fn_not_work_finance,fn_not_work_fuel,fn_not_work_boarded,fn_days_8,fn_days_2
R-000181,1006-0023,ILR,E3111M,TCW 2000 AC,Dometic,3411745,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000182,1006-0024,ILR,E3111M,TCW 2000 AC,Dometic,9411736,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000183,1006-0025,CFAC,E999,C320,Defy South Africa,AE98210026,E,Unknown,,,,,0,0,,,,308,0,1998,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000184,1006-0025,SPR,E003001,TCW 2000 DC,Dometic,PIG038845,S,R134A,,,,,118,76,,,,42,30,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,2,0
R-000185,1006-0026,UREG,E384M,V 170 GE,Sibir,22000115,EG,NH3,,,,,170,55,,,,47,36,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000186,1006-0027,UREK,E385M,V 170 EK,Sibir,22400058,EK,NH3,,,,,170,55,,,,47,36,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,4,7
R-000187,1006-0027,UREG,E384M,V 170 GE,Sibir,10100074,EG,NH3,,,,,170,55,,,,47,36,1998,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000188,1006-0028,UREK,E385M,V 170 EK,Sibir,22400071,EK,NH3,,,,,170,55,,,,47,36,2003,,3,1,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000189,1006-0028,ILR,E3111M,TCW 2000 AC,Dometic,9411746,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,0,0,0,0,,,0,0,0,0,0,0
R-000190,1006-0028,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,20103795984,E,Unknown,,,,,170,55,,,,0,0,2011,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000191,1006-0028,UREK,E3108M,PR 265 EK,Zero,LL001,EK,NH3,,,,,179,37.5,,,,0,32,2006,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000192,1006-0029,SPR,E379M,VC-150 F,Dulas,238A50057,S,R134a,,,,,127,85,,,,63,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000193,1006-0030,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,013,E,Unknown,,,,,170,55,,,,0,0,1996,,3,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,9,0
R-000194,1006-0030,SPR,E393M,RCW 50DC,Dometic,1060740,S,R134a,,,,,70,24,,,,9,0,2000,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000195,1006-0031,ILR,E003006,HBC-200,Haier,20011902052,E,NH3,,,,,198,90,,,,0,0,2004,,,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,4
R-000196,1006-0031,IFAC,E003004,TFW 800,Dometic,2215056,E,R134A,,,,,0,0,,,,247,0,2000,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000197,1006-0031,UREK,E3108M,PR 265 EK,Zero,3238,EK,NH3,,,,,179,37.5,,,,0,32,2005,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000198,1006-0032,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,998075601,E,Unknown,,,,,170,55,,,,0,0,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000199,1006-0033,ILR,E3111M,TCW 2000 AC,Dometic,9431970,E,R134A,,,,,118,60,,,,42,0,1998,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000200,1006-0033,CFAC,E999,C320,Defy South Africa,AE98260172,E,Unknown,,,,,0,0,,,,308,0,1998,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000201,1006-0033,ILR,E003007,MK304,Vestfrost,20011902005,E,R134A,,,,,218,105,,,,0,0,2005,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000202,1006-0034,UREG,E384M,V 170 GE,Sibir,30600047,EG,NH3,,,,,170,55,,,,47,36,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,3,0
R-000203,1006-0034,SPR,E393M,RCW 50DC,Dometic,3080150,S,R134a,,,,,70,24,,,,9,0,2005,,3,2,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,,
R-000204,1006-0035,CREG,E388M,RCW 50 EG,Dometic,9450277,EG,NH3,,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000205,1006-0035,SPR,E379M,VC-150 F,Dulas,328A50062,S,R134a,,,,,127,85,,,,63,0,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000206,1006-0036,UREG,E384M,V 170 GE,Sibir,10100093,EG,NH3,,,,,170,55,,,,47,36,1998,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,13,0
R-000207,1006-0036,SPR,E393M,RCW 50DC,Dometic,,S,R134a,,,,,70,24,,,,9,0,2003,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000208,1006-0037,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,03500007,E,Unknown,,,,,170,55,,,,0,0,1994,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000209,1006-0037,UREK,E385M,V 170 EK,Sibir,64800036,EK,NH3,,,,,170,55,,,,47,36,2005,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,-1,,
R-000210,1006-0037,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,1258364,E,Unknown,,,,,170,55,,,,0,0,2000,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000211,1006-0037,ILR,E003007,MK304,Vestfrost,20011902038,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000212,1006-0038,UREK,E3108M,PR 265 EK,Zero,3226,EK,NH3,,,,,179,37.5,,,,0,32,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,13,0
R-000213,1006-0039,UREG,E384M,V 170 GE,Sibir,22500188,EG,NH3,,,,,170,55,,,,47,36,2004,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000214,1006-0039,ILR,E3111M,TCW 2000 AC,Dometic,9401290,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000215,1006-0040,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,998075601,E,Unknown,,,,,170,55,,,,0,0,1999,,,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000216,1006-0040,CFAC,E999,C320,Defy South Africa,BBICA48356,E,Unknown,,,,,0,0,,,,308,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000217,1006-0040,ILR,E3111M,TCW 2000 AC,Dometic,9411760,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000218,1006-0040,ILR,E003007,MK304,Vestfrost,20011902631,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000219,1006-0041,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,05000014,E,Unknown,,,,,170,55,,,,0,0,1996,,3,3,,,,0,,,,0,-1,0,0,0,,,0,0,0,-1,0,0
R-000220,1006-0042,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,61000093,E,Unknown,,,,,170,55,,,,0,0,1999,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000221,1006-0043,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,61000163,E,Unknown,,,,,170,55,,,,0,0,1995,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000222,1006-0044,ILR,E003007,MK304,Vestfrost,20011902054,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000223,1006-0044,CFAC,E398M,MF 314,Vestfrost,88183215,E,R134a,,,,,0,0,,,,323,264,2007,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000224,1006-0045,UREG,E384M,V 170 GE,Sibir,22500163,EG,NH3,,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000225,1006-0045,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,0078,E,Unknown,,,,,170,55,,,,0,0,1998,,3,1,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,,
R-000226,1006-0046,UREG,E384M,V 170 GE,Sibir,22500138,EG,NH3,,,,,170,55,,,,47,36,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000227,1006-0046,SPR,E393M,RCW 50DC,Dometic,1060741,S,R134a,,,,,70,24,,,,9,0,2004,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000228,1006-0047,UREG,E384M,V 170 GE,Sibir,22000216,EG,NH3,,,,,170,55,,,,47,36,2001,,3,1,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,,
R-000229,1006-0048,UREG,E384M,V 170 GE,Sibir,10100043,EG,NH3,,,,,170,55,,,,47,36,2004,,3,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000230,1006-0049,CRAC,E394M,RCW 50 AC,Dometic,9401241,E,R134a,,,,,70,24,,,,9,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,5
R-000231,1006-0049,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,SX000720060503080067,E,Unknown,,,,,170,55,,,,0,0,2009,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000232,1006-0050,ILR,E003007,MK304,Vestfrost,20011902000,E,R134A,,,,,218,105,,,,0,0,2005,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,5
R-000233,1006-0050,ILR,E3111M,TCW 2000 AC,Dometic,9411761,E,R134A,,,,,118,60,,,,42,0,2010,,2,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000234,1006-0050,UREG,E384M,V 170 GE,Sibir,,EG,NH3,,,,,170,55,,,,47,36,2005,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,0,,
R-000235,1006-0051,UREK,E385M,V 170 EK,Sibir,22400061,EK,NH3,,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,2
R-000236,1006-0051,CRAC,E394M,RCW 50 AC,Dometic,2212056,E,R134a,,,,,70,24,,,,9,0,2002,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000237,1006-0052,CRAC,F1000,Non-PQS Chest refrigerator, AC electricity,Unknown,LL025,E,Unknown,,,,,170,55,,,,0,0,2007,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000238,1006-0052,ILR,E3111M,TCW 2000 AC,Dometic,9411754,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000239,1006-0053,CREK,E391M,RCW 50 EK,Dometic,2212059,EK,NH3,,,,,70,24,,,,2.4,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000240,1006-0054,UREG,E384M,V 170 GE,Sibir,,EG,NH3,,,,,170,55,,,,47,36,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000241,1006-0055,UREG,E384M,V 170 GE,Sibir,22500087,EG,NH3,,,,,170,55,,,,47,36,2005,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000242,1006-0055,SPR,E393M,RCW 50DC,Dometic,LL028,S,R134a,,,,,70,24,,,,9,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000243,1006-0056,CREG,E388M,RCW 50 EG,Dometic,9420745,EG,NH3,,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000244,1006-0056,SPR,E393M,RCW 50DC,Dometic,3080128,S,R134a,,,,,70,24,,,,9,0,1997,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000245,1006-0056,UREG,E384M,V 170 GE,Sibir,30600063,EG,NH3,,,,,170,55,,,,47,36,1997,,3,1,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000246,1006-0057,UREG,E384M,V 170 GE,Sibir,10100089,EG,NH3,,,,,170,55,,,,47,36,1997,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,4
R-000247,1006-0057,SPR,E393M,RCW 50DC,Dometic,LL026,S,R134a,,,,,70,24,,,,9,0,2000,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000248,1006-0058,UREK,E385M,V 170 EK,Sibir,11400142,EK,NH3,,,,,170,55,,,,47,36,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000249,1006-0059,UREG,E384M,V 170 GE,Sibir,22500001,EG,NH3,,,,,170,55,,,,47,36,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,,
R-000250,1006-0059,ILR,E3111M,TCW 2000 AC,Dometic,9411756,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000251,1006-0060,UREK,E385M,V 170 EK,Sibir,22400074,EK,NH3,,,,,170,55,,,,47,36,2005,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000252,1006-0061,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,81012343,E,Unknown,,,,,170,55,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,1,0
R-000253,1006-0062,CREK,E391M,RCW 50 EK,Dometic,94201277,EK,NH3,,,,,70,24,,,,2.4,0,2005,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,,
R-000254,1006-0063,ILR,E003011,MK 204,Vestfrost,20100920696,E,R134a,,,,,136,75,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000255,1006-0063,ILR,E003011,MK 204,Vestfrost,20100920685,E,R134a,,,,,136,75,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000256,1006-0063,ILR,E003011,MK 204,Vestfrost,20100920689,E,R134a,,,,,136,75,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000257,1006-0063,ILR,E003011,MK 204,Vestfrost,20100920671,E,R134a,,,,,136,75,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000258,1006-0063,ILR,E3107,TCW 3000,Dometic,9402085,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000259,1006-0063,ILR,E3107,TCW 3000,Dometic,9361658,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000260,1006-0063,ILR,E3107,TCW 3000,Dometic,9402086,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000261,1006-0063,ILR,E3107,TCW 3000,Dometic,9402083,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000262,1006-0063,ILR,E3107,TCW 3000,Dometic,9340821,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000263,1006-0063,ILR,E3107,TCW 3000,Dometic,9361657,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000264,1006-0063,ILR,E3107,TCW 3000,Dometic,9361666,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000265,1006-0063,ILR,E3107,TCW 3000,Dometic,9340799,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000266,1006-0063,ILR,E3107,TCW 3000,Dometic,9402080,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000267,1006-0063,ILR,E3107,TCW 3000,Dometic,9461052,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000268,1006-0063,ILR,E3107,TCW 3000,Dometic,946157,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000269,1006-0063,ILR,E3107,TCW 3000,Dometic,9340616,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000270,1006-0063,ILR,E3107,TCW 3000,Dometic,9340819,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000271,1006-0063,ILR,E3107,TCW 3000,Dometic,9402079,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000272,1006-0063,ILR,E3107,TCW 3000,Dometic,9461061,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000273,1006-0063,ILR,E3107,TCW 3000,Dometic,9402097,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000274,1006-0063,ILR,E3107,TCW 3000,Dometic,9361655,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000275,1006-0063,ILR,E3107,TCW 3000,Dometic,9402104,E,R134A,,,,,278,126.5,,,,0,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000276,1006-0064,ILR,E324M,TCW 1152,Dometic,3210004,E,R134a,,,,,250,169,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000277,1006-0064,ILR,E324M,TCW 1152,Dometic,22120008,E,R134a,,,,,250,169,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000278,1006-0064,ILR,E3107,TCW 3000,Dometic,9402103,E,R134A,,,,,278,126.5,,,,0,0,2010,,1,1,,,,0,,,,0,0,-1,-1,0,,,0,0,0,0,0,0
R-000279,1006-0064,ILR,E3107,TCW 3000,Dometic,9402081,E,R134A,,,,,278,126.5,,,,0,0,2010,,1,1,,,,0,,,,0,0,-1,-1,0,,,0,0,0,0,0,0
R-000280,1006-0064,ILR,E3107,TCW 3000,Dometic,9402101,E,R134A,,,,,278,126.5,,,,0,0,2010,,1,1,,,,0,,,,0,0,-1,-1,0,,,0,0,0,0,0,0
R-000281,1006-0064,ILR,E003007,MK304,Vestfrost,2001902324,E,R134A,,,,,218,105,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000282,1006-0064,ILR,E003007,MK304,Vestfrost,20004308912,E,R134A,,,,,218,105,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000283,1006-0064,ILR,E003007,MK304,Vestfrost,20011901972,E,R134A,,,,,218,105,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000284,1006-0064,ILR,E003007,MK304,Vestfrost,20011902071,E,R134A,,,,,218,105,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000285,1006-0064,ILR,E003007,MK304,Vestfrost,20011304520,E,R134A,,,,,218,105,,,,0,0,2002,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000286,1006-0064,ILR,E003007,MK304,Vestfrost,20011304511,E,R134A,,,,,218,105,,,,0,0,2002,,3,2,,,,0,,,,-1,0,0,0,0,,,0,-1,0,0,,
R-000287,1006-0064,IFAC,E003004,TFW 800,Dometic,2215083,E,R134A,,,,,0,0,,,,247,0,2002,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,0,0
R-000131,1007-0000,CREG,E388M,RCW 50 EG,Dometic,9420829,EG,NH3,,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000132,1007-0000,UREK,E385M,V 170 EK,Sibir,61000112,EK,NH3,,,,,170,55,,,,47,36,1995,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000137,1007-0001,CREG,E388M,RCW 50 EG,Dometic,9460320,EG,NH3,,,,,70,24,,,,0,0,2010,,2,3,,,,0,,,,0,-1,0,0,0,,,-1,0,0,0,0,1
R-000138,1007-0002,CREK,E391M,RCW 50 EK,Dometic,9401298,EK,NH3,,,,,70,24,,,,2.4,0,2010,,2,3,,,,0,,,,0,-1,0,0,0,,,-1,0,0,0,,
R-000139,1007-0003,UREK,E385M,V 170 EK,Sibir,61000158,EK,NH3,,,,,170,55,,,,47,36,1990,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000140,1007-0004,SPR,E379M,VC-150 F,Dulas,328A50068,S,R134a,,,,,127,85,,,,63,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000141,1007-0005,CREK,E391M,RCW 50 EK,Dometic,9460318,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000142,1007-0006,CREK,E391M,RCW 50 EK,Dometic,9420806,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000143,1007-0006,SPR,E379M,VC-150 F,Dulas,328A50056,S,R134a,,,,,127,85,,,,63,0,2004,,2,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,,
R-000144,1007-0007,IFAC,E003004,TFW 800,Dometic,2215088,E,R134A,,,,,0,0,,,,247,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000145,1007-0007,IFAC,E003004,TFW 800,Dometic,2215054,E,R134A,,,,,0,0,,,,247,0,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,-1,0,0,,
R-000146,1007-0007,ILR,E003011,MK 204,Vestfrost,20100820126,E,R134a,,,,,136,75,,,,0,0,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000147,1007-0007,ILR,E3111M,TCW 2000 AC,Dometic,941961,E,R134A,,,,,118,60,,,,42,0,2010,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,,
R-000148,1007-0008,UREG,E386M,V 110 GE,Sibir,22000043,EG,NH3,,,,,110,17,,,,15,0,2006,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000149,1007-0009,ILR,E003007,MK304,Vestfrost,20011902040,E,R134A,,,,,218,105,,,,0,0,2007,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000150,1007-0010,CREK,E391M,RCW 50 EK,Dometic,2212139,EK,NH3,,,,,70,24,,,,2.4,0,2001,,3,3,,,,0,,,,0,-1,0,0,0,,,0,0,-1,0,,
R-000151,1007-0011,ILR,E003007,MK304,Vestfrost,20011902055,E,R134A,,,,,218,105,,,,0,0,2007,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000152,1007-0011,ILR,E3107,TCW 3000,Dometic,9431969,E,R134A,,,,,278,126.5,,,,0,0,2010,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000153,1007-0012,CREK,E391M,RCW 50 EK,Dometic,9401287,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,13
R-000154,1007-0013,UREG,E384M,V 170 GE,Sibir,22000225,EG,NH3,,,,,170,55,,,,47,36,2008,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000155,1007-0014,CREK,E391M,RCW 50 EK,Dometic,2212138,EK,NH3,,,,,70,24,,,,2.4,0,2004,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000156,1007-0015,UREK,E385M,V 170 EK,Sibir,22400050,EK,NH3,,,,,170,55,,,,47,36,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,1,0
R-000157,1007-0016,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,A005180545,E,Unknown,,,,,170,55,,,,0,0,2005,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000158,1007-0017,UREK,E385M,V 170 EK,Sibir,04900025,EK,NH3,,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,27,0
R-000159,1007-0017,SPR,E379M,VC-150 F,Dulas,328A50044,S,R134a,,,,,127,85,,,,63,0,2004,,3,2,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,,
R-000160,1007-0018,CFAC,E999,C320,Defy South Africa,A006460044,E,Unknown,,,,,0,0,,,,308,0,1998,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,4,0
R-000161,1007-0019,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,CA852800448,E,Unknown,,,,,170,55,,,,0,0,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,1,13
R-000162,1007-0019,ILR,E003011,MK 204,Vestfrost,20011901957,E,R134a,,,,,136,75,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,8,4
R-000163,1007-0020,UREG,E386M,V 110 GE,Sibir,22500159,EG,NH3,,,,,110,17,,,,15,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,3
