ft_equipment_id,ft_facility_code,ft_item_type,ft_library_id,ft_model_name,ft_manu_name,ft_serial_num,ft_power_source,ft_ref_gas_type,fi_cfc_free,fn_dimh_4deg,fn_diml_4deg,fn_dimw_4deg,fn_gross_volume_4deg,fn_net_volume_4deg,fn_dimh_20deg,fn_diml_20deg,fn_dimw_20deg,fn_gross_volume_20deg,fn_net_volume_20deg,fi_supply_year,fi_supply_source,fi_operating_cond,fi_work_status,fn_temp_high,fn_temp_low,fi_food,fi_tagged,fi_installation,ft_comment,fn_temp_monitor,fi_temp_none,fi_temp_dial,fi_temp_stem,fi_temp_30_visual,fi_temp_30_sms,fi_temp_number,ft_work_remarks,fn_not_work_spare_parts,fn_not_work_finance,fn_not_work_fuel,fn_not_work_boarded,fn_days_8,fn_days_2
R-000029,1013-0023,UREK,E387M,V 110 EK,Sibir,04900009,EK,NH3,,,,,110,17,,,,15,0,2005,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000030,1013-0024,ILR,E003007,MK304,Vestfrost,20011902069,E,R134A,,,,,218,105,,,,0,0,2000,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000031,1013-0025,UREK,E387M,V 110 EK,Sibir,61000101,EK,NH3,,,,,110,17,,,,15,0,2003,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000032,1013-0026,CREK,E391M,RCW 50 EK,Dometic,221207,EK,NH3,,,,,70,24,,,,2.4,0,2005,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000033,1013-0027,CREK,E391M,RCW 50 EK,Dometic,9401225,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000034,1013-0028,UREK,E387M,V 110 EK,Sibir,80200097,EK,NH3,,,,,110,17,,,,15,0,2008,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000035,1013-0028,UREK,E385M,V 170 EK,Sibir,22400063,EK,NH3,,,,,170,55,,,,47,36,2005,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,,
R-000036,1013-0029,ILR,E3111M,TCW 2000 AC,Dometic,9461035,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000037,1013-0029,UREK,E385M,V 170 EK,Sibir,33700007,EK,NH3,,,,,170,55,,,,47,36,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,0,,
R-000108,1013-0030,IFAC,E003004,TFW 800,Dometic,2205048,E,R134A,,,,,0,0,,,,247,0,2005,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000109,1013-0030,ILR,E003007,MK304,Vestfrost,20011901965,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000110,1013-0030,ILR,E003007,MK304,Vestfrost,20011901983,E,R134A,,,,,218,105,,,,0,0,2004,,1,3,,,,0,,,,0,-1,0,0,0,,,0,0,0,-1,0,0
R-000111,1013-0030,IFAC,E003004,TFW 800,Dometic,2205037,E,R134A,,,,,0,0,,,,247,0,2005,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000112,1013-0030,ILR,E003007,MK304,Vestfrost,20011901940,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000113,1013-0030,ILR,E003007,MK304,Vestfrost,2001192041,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000114,1013-0031,ILR,E003007,MK304,Vestfrost,20011901950,E,R134A,,,,,218,105,,,,0,0,2004,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000115,1013-0032,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,001,E,Unknown,,,,,170,55,,,,0,0,1992,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000116,1013-0033,CREK,E391M,RCW 50 EK,Dometic,9401234,EK,NH3,,,,,70,24,,,,2.4,0,2011,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000117,1013-0034,SPR,E337M,VR50F,BP Solar,794861153,S,R134a,,,,,44,17.5,,,,5,0,2008,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000000,1014-0000,IFAC,E003004,TFW 800,Dometic,2205047,E,R134A,,,,,0,0,,,,247,0,1997,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000001,1014-0000,ILR,E003007,MK304,Vestfrost,20011901982,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000002,1014-0000,SPR,E003001,TCW 2000 DC,Dometic,52611857,S,R134A,,,,,118,76,,,,42,30,2008,,1,1,,,,0,,,,0,0,-1,0,0,,,0,-1,0,0,0,0
R-000003,1014-0000,CREK,E391M,RCW 50 EK,Dometic,9401236,EK,NH3,,,,,70,24,,,,2.4,0,2010,,3,2,,,,0,,,,0,0,0,0,0,,,0,0,0,0,0,0
R-000004,1014-0001,ILR,E003007,MK304,Vestfrost,20011901927,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,0,0,-1,0,,,0,0,0,0,0,0
R-000016,1014-0002,SPR,E379M,VC-150 F,Dulas,328A50079,S,R134a,,,,,127,85,,,,63,0,2003,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000005,1014-0003,CREK,E391M,RCW 50 EK,Dometic,9401282,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,2
R-000006,1014-0003,ILR,E3111M,TCW 2000 AC,Dometic,9431991,E,R134A,,,,,118,60,,,,42,0,2010,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,0,0,0
R-000007,1014-0004,UREK,E385M,V 170 EK,Sibir,E385M,EK,NH3,,,,,170,55,,,,47,36,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,0,0,0
R-000008,1014-0005,ILR,E003007,MK304,Vestfrost,20011901946,E,R134A,,,,,218,105,,,,0,0,1998,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000009,1014-0006,UREK,E385M,V 170 EK,Sibir,22400033,EK,NH3,,,,,170,55,,,,47,36,1997,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000010,1014-0007,UREK,E3108M,PR 265 EK,Zero,3275,EK,NH3,,,,,179,37.5,,,,0,32,2001,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,0,-1,0,0
R-000011,1014-0007,ILR,E003007,MK304,Vestfrost,20011901933,E,R134A,,,,,218,105,,,,0,0,1996,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,0,0
R-000012,1014-0007,CFAC,E999,C320,Defy South Africa,98130047,E,Unknown,,,,,0,0,,,,308,0,1998,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000013,1014-0007,CFAC,E398M,MF 314,Vestfrost,0090000,E,R134a,,,,,0,0,,,,323,264,1998,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,0,-1,0,0
R-000014,1014-0007,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,88091400,E,Unknown,,,,,170,55,,,,0,0,1990,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000015,1014-0007,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,048000,E,Unknown,,,,,170,55,,,,0,0,1992,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,0,-1,0,0
R-000017,1014-0008,CREK,E391M,RCW 50 EK,Dometic,2212094,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000018,1014-0009,ILR,E003007,MK304,Vestfrost,3265,E,R134A,,,,,218,105,,,,0,0,1997,,1,1,,,,0,,,,0,0,0,0,0,,,0,0,0,0,10,0
R-000019,1014-0010,SPR,E379M,VC-150 F,Dulas,328A50048,S,R134a,,,,,127,85,,,,63,0,2008,,2,1,,,,0,,,,0,-1,0,0,0,,,-1,0,0,0,0,0
R-000020,1014-0011,CREK,E391M,RCW 50 EK,Dometic,9401207,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000021,1014-0011,ILR,E003007,MK304,Vestfrost,20011902067,E,R134A,,,,,218,105,,,,0,0,1998,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,0,0
R-000022,1014-0013,CREK,E391M,RCW 50 EK,Dometic,9401216,EK,NH3,,,,,70,24,,,,2.4,0,2011,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000023,1014-0013,UREK,E385M,V 170 EK,Sibir,22400089,EK,NH3,,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,,0,0,-1,0,0,,,-1,0,0,0,0,0
R-000024,1014-0014,ILR,E003007,MK304,Vestfrost,20011304522,E,R134A,,,,,218,105,,,,0,0,1996,,,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000025,1014-0014,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,KFRF32,E,Unknown,,,,,170,55,,,,0,0,1998,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000026,1014-0015,CREK,E391M,RCW 50 EK,Dometic,9401265,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000027,1014-0016,CREK,E391M,RCW 50 EK,Dometic,221012105,EK,NH3,,,,,70,24,,,,2.4,0,2004,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,-1,0,0,8
R-000028,1014-0017,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,00706,E,Unknown,,66,48,42,170,55,16,40,25,0,0,2006,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,0,0
R-000029,1014-0018,UREK,E385M,V 170 EK,Sibir,22400036,EK,NH3,,,,,170,55,,,,47,36,2004,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,8,0
R-000030,1014-0019,UREK,E385M,V 170 EK,Sibir,22400145,EK,NH3,,,,,170,55,,,,47,36,2005,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,0,0
R-000031,1014-0020,ILR,E003007,MK304,Vestfrost,20011901932,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000032,1014-0021,SPR,E337M,VR50F,BP Solar,933307,S,R134a,,,,,44,17.5,,,,5,0,2008,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,31,0
R-000033,1014-0022,CREK,E391M,RCW 50 EK,Dometic,9401283,EK,NH3,,,,,70,24,,,,2.4,0,2010,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,0,0
R-000034,1014-0023,UREK,E3108M,PR 265 EK,Zero,3273,EK,NH3,,,,,179,37.5,,,,0,32,1998,,3,3,,,,0,,,,0,0,-1,0,0,,,0,0,-1,0,4,0
R-000035,1014-0023,SPR,E337M,VR50F,BP Solar,VR50,S,R134a,,,,,44,17.5,,,,5,0,2004,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,0,0
R-000036,1014-0024,SPR,E379M,VC-150 F,Dulas,327A50016,S,R134a,,,,,127,85,,,,63,0,2004,,3,3,,,,0,,,,0,0,-1,0,0,,,0,0,-1,0,0,0
R-000037,1014-0025,UREK,E385M,V 170 EK,Sibir,04400150,EK,NH3,,,,,170,55,,,,47,36,1998,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,0,0
R-000038,1014-0026,UREG,E384M,V 170 GE,Sibir,50900050,EG,NH3,,,,,170,55,,,,47,36,2010,,3,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,0,0
R-000039,1014-0027,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,3345,E,Unknown,,,,,170,55,,,,0,0,2003,,,3,,,,0,,,,0,0,0,0,0,,,0,0,-1,0,0,0
R-000040,1014-0028,SPR,E379M,VC-150 F,Dulas,328A50086,S,R134a,,,,,127,85,,,,63,0,2004,,2,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,10,5
R-000041,1014-0029,UREK,E387M,V 110 EK,Sibir,80700028,EK,NH3,,,,,110,17,,,,15,0,2003,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,0,0
R-000000,1015-0000,CREG,E388M,RCW 50 EG,Dometic,9431187,EG,NH3,,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,,
R-000001,1015-0001,CFAC,E398M,MF 314,Vestfrost,20011902072,E,R134a,,,,,0,0,,,,323,264,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,,
R-000002,1015-0002,CRAC,E394M,RCW 50 AC,Dometic,942075,E,R134a,,,,,70,24,,,,9,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000003,1015-0003,ILR,E003006,HBC-200,Haier,20011304492,E,NH3,,,,,198,90,,,,0,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,,
R-000004,1015-0004,SPR,E379M,VC-150 F,Dulas,327A50025,S,R134a,,,,,127,85,,,,63,0,2003,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000005,1015-0005,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,3267,E,Unknown,,,,,170,55,,,,0,0,2011,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000006,1015-0006,CRAC,F1000,Non-PQS Chest refrigerator, AC electricity,Unknown,20011902016,E,Unknown,,,,,170,55,,,,0,0,1998,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,,
R-000007,1015-0007,CREG,E388M,RCW 50 EG,Dometic,94603006,EG,NH3,,,,,70,24,,,,0,0,2011,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000008,1015-0008,UREK,E385M,V 170 EK,Sibir,22400073,EK,NH3,,,,,170,55,,,,47,36,2005,,1,1,,,,0,,,,0,0,-1,0,0,,,0,0,0,0,0,0
R-000009,1015-0009,SPR,E379M,VC-150 F,Dulas,88909,S,R134a,,,,,127,85,,,,63,0,2004,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000010,1015-0010,CRAC,E394M,RCW 50 AC,Dometic,9460309,E,R134a,,,,,70,24,,,,9,0,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000011,1015-0011,CRAC,E394M,RCW 50 AC,Dometic,2212075,E,R134a,,,,,70,24,,,,9,0,2011,,3,3,,,,0,,,,0,-1,0,0,0,,,-1,0,0,0,0,0
R-000012,1015-0012,ILR,E362M,TCW 1990,Dometic,930209,E,R134a,,,,,66,37.5,,,,17,0,2009,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000013,1015-0013,SPR,E379M,VC-150 F,Dulas,328A50066,S,R134a,,,,,127,85,,,,63,0,2003,,3,3,,,,0,,,,0,-1,-1,0,0,,,-1,0,0,0,0,0
R-000014,1015-0013,ILR,E364M,VC 139 F,LEC RefrigerationPLC,328A50066,E,R134a,,,,,262,107.5,,,,0,0,2003,,3,2,,,,0,,,,0,-1,-1,0,0,,,-1,0,0,0,,
R-000015,1015-0014,ILR,E362M,TCW 1990,Dometic,9393210,E,R134a,,,,,66,37.5,,,,17,0,2009,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000016,1015-0015,ILR,E3111M,TCW 2000 AC,Dometic,9431953,E,R134A,,,,,118,60,,,,42,0,2010,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000017,1015-0016,CRAC,E394M,RCW 50 AC,Dometic,2212101,E,R134a,,,,,70,24,,,,9,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000018,1015-0017,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,22400041,E,Unknown,,,,,170,55,,,,0,0,2005,,1,1,,,,0,,,,0,-1,-1,0,0,,,0,0,0,0,0,0
R-000019,1015-0018,CREG,E388M,RCW 50 EG,Dometic,9431201,EG,NH3,,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,,0,-1,-1,-1,0,,,0,0,0,0,0,0
R-000020,1015-0019,SPR,E3103M,VC-65 F,Dulas,RU001,S,R134a,,,,,68,37.5,,,,25,0,2004,,3,2,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,,
R-000129,1015-0020,ILR,E003007,MK304,Vestfrost,20011902029,E,R134A,,,,,218,105,,,,0,0,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000130,1015-0021,CFAC,E397M,MF 214,Vestfrost,52611849,E,R134a,,,,,0,0,,,,213,192,2004,,3,3,,,,0,,,,0,0,0,0,0,,,0,-1,0,0,,
R-000133,1015-0021,IFAC,E003004,TFW 800,Dometic,2205038,E,R134A,,,,,0,0,,,,247,0,2009,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000134,1015-0021,CFAC,E398M,MF 314,Vestfrost,20011902019,E,R134a,,,,,0,0,,,,323,264,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000135,1015-0021,CFAC,E398M,MF 314,Vestfrost,20011902066,E,R134a,,,,,0,0,,,,323,264,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000136,1015-0021,CFAC,E396M,MF 114,Vestfrost,9431944,E,R134a,,,,,0,0,,,,111,72,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000004,1016-0002,UREG,E384M,V 170 GE,Sibir,22500035,EG,NH3,,,,,170,55,,,,47,36,2005,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000005,1016-0003,CREK,E391M,RCW 50 EK,Dometic,9350944,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000006,1016-0004,CREK,E391M,RCW 50 EK,Dometic,9401233,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000007,1016-0004,UREK,E387M,V 110 EK,Sibir,30200009,EK,NH3,,,,,110,17,,,,15,0,2005,,1,1,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,0,0
R-000008,1016-0005,UREG,E384M,V 170 GE,Sibir,22500172,EG,NH3,,,,,170,55,,,,47,36,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000009,1016-0005,SPR,E392M,Model 120-30,Norcoast,88909,S,R134a,,,,,120,63,,,,30,0,2007,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,-1,,
R-000010,1016-0006,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,001,E,Unknown,,,,,170,55,,,,0,0,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000011,1016-0007,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,C320,E,Unknown,,,,,170,55,,,,0,0,2002,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000012,1016-0008,SPR,E003001,TCW 2000 DC,Dometic,9451933,S,R134A,,,,,118,76,,,,42,30,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000013,1016-0008,UREK,E385M,V 170 EK,Sibir,22400138,EK,NH3,,,,,170,55,,,,47,36,2007,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,,
R-000014,1016-0008,UREK,E385M,V 170 EK,Sibir,22400057,EK,NH3,,,,,170,55,,,,47,36,2002,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,,
R-000015,1016-0009,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,119470,E,Unknown,,,,,170,55,,,,0,0,2009,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000016,1016-0009,IFAC,E003004,TFW 800,Dometic,2215061,E,R134A,,,,,0,0,,,,247,0,2006,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000017,1016-0010,ILR,E003007,MK304,Vestfrost,20011902063,E,R134A,,,,,218,105,,,,0,0,2000,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000018,1016-0010,CFAC,E999,C320,Defy South Africa,AE98280030,E,Unknown,,,,,0,0,,,,308,0,1998,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,IFAC,E003004,TFW 800,Dometic,2215085,E,R134A,,,,,0,0,,,,247,0,2001,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,IFEK,E3102M,GR 265 EK,Zero,3257,EK,NH3,,,,,0,0,,,,215,16,2000,,3,1,,,,0,,,,-1,-1,0,0,0,,,-1,0,0,-1,0,0
R-000000,1016-0011,ILR,E003007,MK304,Vestfrost,200119011988,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,CREK,E391M,RCW 50 EK,Dometic,9420756,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,CREK,E391M,RCW 50 EK,Dometic,9420835,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,ILR,E003007,MK304,Vestfrost,2001192085,E,R134A,,,,,218,105,,,,0,0,2003,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0011,CREK,E391M,RCW 50 EK,Dometic,2212093,EK,NH3,,,,,70,24,,,,2.4,0,2009,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0012,SPR,E003001,TCW 2000 DC,Dometic,9431942,S,R134A,,,,,118,76,,,,42,30,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,-1,0,0
R-000000,1016-0012,CREK,E391M,RCW 50 EK,Dometic,2212116,EK,NH3,,,,,70,24,,,,2.4,0,2009,,3,3,,,,0,,,,-1,0,0,0,0,,,0,-1,0,0,0,0
R-000019,1016-0013,CRAC,F1000,Non-PQS Chest refrigerator, AC electricity,Unknown,119447,E,Unknown,,,,,170,55,,,,0,0,2009,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000020,1016-0014,CREK,E391M,RCW 50 EK,Dometic,9420776,EK,NH3,,,,,70,24,,,,2.4,0,2010,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000021,1016-0014,SPR,E392M,Model 120-30,Norcoast,88909,S,R134a,,,,,120,63,,,,30,0,2004,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,,
R-000022,1016-0015,UREG,E384M,V 170 GE,Sibir,22500032,EG,NH3,,,,,170,55,,,,47,36,2009,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000000,1016-0016,CREK,E391M,RCW 50 EK,Dometic,7300256,EK,NH3,,,,,70,24,,,,2.4,0,2009,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000001,1016-0016,SPR,E365M,NRC 30-10,Norcoast,88909,S,R134a,,,,,15.5,15.5,,,,12.2,0,2005,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,0,,
R-000002,1016-0017,UREK,E387M,V 110 EK,Sibir,80700018,EK,NH3,,,,,110,17,,,,15,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000003,1016-0017,SPR,E379M,VC-150 F,Dulas,328450074,S,R134a,,,,,127,85,,,,63,0,2006,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,-1,0,0,0
R-000000,1017-0000,SPR,E003008,TCW 3000 DC,Dometic,9431199,S,R134A,,,,,204,109.5,,,,0,0,2010,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000002,1017-0001,ILR,E357M,MK 144,Vestfrost,20011901963,E,R134a,,,,,94,45,,,,0,0,2004,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,0,0,0
R-000003,1017-0001,CFAC,E999,C320,Defy South Africa,98130069,E,Unknown,,,,,0,0,,,,308,0,2004,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000004,1017-0001,IFEK,E3102M,GR 265 EK,Zero,3139,EK,NH3,,,,,0,0,,,,215,16,1998,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,0,0
R-000005,1017-0001,ILR,E324M,TCW 1152,Dometic,52218032,E,R134a,,,,,250,169,,,,0,0,1998,,3,3,,,,0,,,,0,0,0,0,0,,,-1,0,0,-1,0,0
R-000006,1017-0001,UREG,E386M,V 110 GE,Sibir,8630178,EG,NH3,,,,,110,17,,,,15,0,1997,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,0,0
R-000007,1017-0001,UREK,E3108M,PR 265 EK,Zero,3163,EK,NH3,,,,,179,37.5,,,,0,32,1997,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,0,0
R-000008,1017-0001,UREK,E389M,PR 245 EK,Zero,11405,EK,NH3,,,,,107,18,,,,20,0,1996,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,0,0
R-000009,1017-0001,IFAC,E003004,TFW 800,Dometic,52505918,E,R134A,,,,,0,0,,,,247,0,1996,,3,3,,,,0,,,,-1,0,0,0,0,,,-1,0,0,-1,0,0
R-000001,1017-0001,URAC,F1100,Non-PQS Upright refrigerator, AC electricity,Unknown,25129,E,Unknown,0,115,40,40.5,170,55,40,48,40.5,0,0,2001,,3,3,,,,0,,,,-1,0,0,0,0,,,0,-1,0,-1,0,0
R-000010,1017-0002,UREG,E384M,V 170 GE,Sibir,22500025,EG,NH3,,,,,170,55,,,,47,36,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
R-000011,1017-0003,ILR,E357M,MK 144,Vestfrost,20011901966,E,R134a,,,,,94,45,,,,0,0,2007,,1,1,,,,0,,,,0,-1,0,-1,0,,,0,0,0,-1,0,0
R-000012,1017-0003,CFAC,E999,C320,Defy South Africa,98130071,E,Unknown,,,,,0,0,,,,308,0,2008,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,0,-1,0,0
R-000013,1017-0003,CREK,E391M,RCW 50 EK,Dometic,2212055,EK,NH3,,,,,70,24,,,,2.4,0,2007,,3,3,,,,0,,,,-1,0,0,0,0,,,0,0,0,0,0,0
R-000014,1017-0004,UREG,E384M,V 170 GE,Sibir,24700174,EG,NH3,,,,,170,55,,,,47,36,2008,,1,1,,,,0,,,,0,-1,0,0,0,,,0,0,0,0,0,0
